Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id4;Мужской;20;Неоконченное высшее;Химическая промышленность;sentence3.1; - ;13A
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id5;Женский;27;Высшее;Преподавание;sentence3.1; - ;13A
2;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id6;Мужской;25;Высшее;Инженерное дело;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id7;Женский;20;Неоконченное высшее;Экономика;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id8;Женский;20;Среднее общее;Учеба;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id9;Мужской;20;Неоконченное высшее;Учеба;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id10;Мужской;20;Среднее профессиональное;МЧС;sentence3.1; - ;13A
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id11;Женский;20;Неоконченное высшее;Прочее;sentence3.1; - ;13A
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id12;Мужской;26;Среднее общее;Прочее;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id13;Женский;20;Неоконченное высшее;Медицина;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id14;Женский;20;Неоконченное высшее;Медицина;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id15;Женский;21;Неоконченное высшее;Преподавание;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id16;Женский;21;Неоконченное высшее;Медицина;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id17;Мужской;20;Неоконченное высшее;Прочее;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id18;Женский;20;Неоконченное высшее;Медицина;sentence3.1; - ;13A
2;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id19;Мужской;23;Среднее профессиональное;Искусство;sentence3.1; - ;13A
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id20;Мужской;24;Высшее;Химическая промышленность;sentence3.1; - ;13A
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id21;Женский;24;Высшее;Медицина;sentence3.1; - ;13A
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence3.1; - ;13A
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id23;Мужской;30;Высшее;Маркетинг;sentence3.1; - ;13A
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id24;Женский;29;Высшее;IT;sentence3.1; - ;13A
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;non-coord;id25;Мужской;30;Высшее;IT;sentence3.1; - ;13A
5;филлер;вопрос;single; - ; - ; - ;id1;Мужской;20;Неоконченное среднее профессиональное;IT;filler7.1;правильная интерпретация;4C
4;филлер;вопрос;single; - ; - ; - ;id2;Мужской;20;Неоконченное высшее;IT;filler7.1;правильная интерпретация;4C
